"Reino","Filo","Classe","Ordem","Familia","Genero","Especie","Subespecie","Nome_Cientifico_Anterior","Autor","Nome_Comum","Grupo","Mes_Ano_Avaliacao","Categoria","Possivemente_Extinta","Criterio","Justificativa","Endemica_Brasil","Consta_em_Lista_Nacional_Oficial","Estado","Regiao","Bioma","Bacia_Hidrografica","Unidade_de_Conservacao_Federal","Unidade_de_Conservacao_Estadual","RPPN","Migratoria","Tendencia_Populacional","Ameaca","Uso","Acao_Conservacao","Plano_de_Acao","Listas_e_Convencoes","Altitude_min_max_","Barimetria_min_max_"
"Animalia","Chordata","Mammalia","Primates","Atelidae","Alouatta","Alouatta ululata","","Alouatta ululata","Elliot, 1912","Capelão, Guariba, Guariba-da-Caatinga","Mamíferos","09/2019","Em Perigo","","C2a(i)","Alouatta ululata é uma espécie endêmica do Brasil, ocorrendo nos estados do Maranhão, Piauí e Ceará, em áreas na Caatinga e no Cerrado, além de manguezais. Infere-se que há um declínio populacional continuado, causado, principalmente, pela perda, degradação e fragmentação de habitat em função da agricultura, pecuária, mineração, carvoaria e retirada de indivíduos da natureza em virtude de caça. Estima-se que o número de grupos existentes seja menor que 1.000, sendo assim, infere-se que o número de indivíduos maduros esteja próximo de 2.500, distribuídos em subpopulações com menos de 250 indivíduos maduros. Deste modo, Alouatta ululata foi categorizada como Em Perigo (EN) pelo critério C2a(i).","Sim","Sim","Ceará, Maranhão, Piauí","|Nordeste|","Caatinga, Cerrado","Sub-bacia Itapecuru Sub-bacia Jaguaribe Sub-bacia Litoral CE PI Sub-bacia Parnaíba Alto Sub-bacia Parnaíba Baixo Sub-bacia Parnaíba Médio","APA Delta do Parnaíba, APA Serra da Ibiapaba, PARNA de Ubajara, PARNA Lençóis Maranhenses, RESEX Marinha do Delta do Parnaíba","ÁREA DE PROTEçãO AMBIENTAL DA FOZ DO RIO DAS PREGUIçAS - PEQUENOS LENçóIS - REGIãO LAGUNAR ADJACENTE, ÁREA DE PROTEçãO AMBIENTAL DE UPAON-AçU / MIRITIBA / ALTO PREGUIçAS","RPPN Serra das Almas II","Não","Declinando","11 - Mudanças e extremos climáticos|11.2 - Secas 1 - Desenvolvimento residencial e comercial|1.1 - Expansão urbana 1 - Desenvolvimento residencial e comercial|1.4 - Assentamentos e pequenas propriedades rurais 2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.3 - Agricultura agro-industrial 2 - Agropecuária e Aquacultura|2.3 - Pecuária|2.3.3 - Pecuária agro-industrial 3 - Produção energética e mineração|3.2 - Mineração|3.2.3 - Extração de minérios - subsolo 3 - Produção energética e mineração|3.3 - Energia renovável|3.3.1 - Hidrelétricas 5 - Uso de recursos biológicos|5.1 - Caça e captura de animais terrestres ou marinhos|5.1.1 - Caça/captura intencional (a espécie é o alvo) 8 - Espécies invasoras problemáticas e doenças|8.4 - Espécies problemáticas de origem desconhecida|8.4.2 - Espécie não conhecida|8.4.2.1 - Competidores","1 - Alimentação humana|1.1 - Caça de subsistência 2 - Alimentação animal 3 - Animais de estimação/ornamentais 5 - Medicina humana ou veterinária","Plano de Ação Nacional (PAN)","Plano de Ação Nacional para a Conservação dos Primatas do Nordeste, Plano de Ação Nacional para a Conservação dos Primatas do Nordeste - 2º ciclo, Plano de Ação Nacional para Conservação de Espécies Ameaçadas e de Importância Socioeconômica do Ecossistema Manguezal","Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022","",""
"Animalia","Arthropoda","Insecta","Zygoptera","Coenagrionidae","Aceratobasis","Aceratobasis cornicauda","","","(Calvert, 1909)","Libélula","Invertebrados de Água Doce","05/2014","Vulnerável","","B2ab(i,ii,iii)","Aceratobasis cornicauda é endêmica do Brasil, ocorrendo em quinze localidades nos estados do Espírito Santo e Bahia. Sua extensão de ocorrência foi estimada em 11.000 km2. Essa espécie parece estar associada a ambientes florestais, o que permite estabelecer que a perda desse ambiente dentro de sua extensão de ocorrência tem efeito direto sobre sua manutenção na paisagem. Assim sua área de ocupação, considerando apenas a presença de remanescentes florestais dentro da extensão de ocorrência, foi estimada em 1.800 km2. Sua área de ocupação encontra-se fragmentada pelo intenso processo de conversão para agricultura, plantios de Eucalipto e ambientes urbanizados onde a espécie não é capaz de persistir. As alterações nessa paisagem levam a uma severa perda de extensão e qualidade de habitat, representado uma ameaça direta sobre a população. A região de sua distribuição foi recentemente foco de estudos com intenso esforço amostral que resultaram na identificação apenas de poucas novas subpopulações o que pode indicar sua sensibilidade ao processo de fragmentação e perda de habitat na região. Considerando essa situação, Aceratobasis cornicauda foi categorizada como Vulnerável (VU) pelo critério B2ab(i,ii,iii).","Sim","Não","Espírito Santo","|Sudeste|","Mata Atlântica","Sub-bacia Litoral BA ES Sub-bacia Litoral ES","FLONA do Rio Preto, REBIO do Córrego Grande","","","Não","Desconhecida","1 - Desenvolvimento residencial e comercial|1.1 - Expansão urbana 2 - Agropecuária e Aquacultura 2 - Agropecuária e Aquacultura|2.2 - Silvicultura","","","","","",""
"Animalia","Arthropoda","Insecta","Zygoptera","Coenagrionidae","Aceratobasis","Aceratobasis mourei","","","(Santos, 1970)","Libélula","Invertebrados de Água Doce","05/2014","Em Perigo","","B2ab(i,ii,iii)","Aceratobasis mourei é endêmica do Brasil ocorrendo em cinco localidades em dois municípios no Espírito Santo e com extensão de ocorrência (EOO) estimada em 1.950 km2. Essa espécie parece estar associada a ambientes florestais, o que permite estabelecer que a perda desse ambiente dentro de sua extensão de ocorrência tem efeito direto sobre sua manutenção na paisagem. Assim sua área de ocupação (AOO), considerando apenas a presença de remanescentes florestais dentro da extensão de ocorrência, foi estimada em 220 km2. Sua AOO encontra-se fragmentada pelo intenso processo de conversão para agricultura, plantios de Eucalipto e ambientes urbanizados onde a espécie não é capaz de persistir. As alterações nessa paisagem levam a uma severa perda de extensão e qualidade de habitat, representado uma ameaça direta sobre a população. A região de sua distribuição foi recentemente foco de estudos com intenso esforço amostral que resultaram na identificação apenas de poucas novas sub-populações o que pode indicar sua sensibilidade ao processo de fragmentação e perda de habitat na região. Considerando essa situação, Aceratobasis mourei foi categorizada como Em Perigo (EN), pelo critério B2ab(i,ii,iii).","Sim","Não","Espírito Santo","|Sudeste|","Mata Atlântica","Sub-bacia Litoral BA ES","REBIO do Córrego Grande","","","Desconhecido","Desconhecida","1 - Desenvolvimento residencial e comercial|1.1 - Expansão urbana 2 - Agropecuária e Aquacultura 2 - Agropecuária e Aquacultura|2.2 - Silvicultura","","","","","",""
"Animalia","Arthropoda","Insecta","Ephemeroptera","Baetidae","Adebrotus","Adebrotus lugoi","","Adebrotus lugoi","Salles, 2010","Efemérida","Invertebrados de Água Doce","11/2019","Vulnerável","","D2","Adebrotus lugoi é endêmica do Brasil, com poucos registros no estado do Espírito Santo e outro em Pernambuco. A espécie é rara, com apenas cinco indivíduos conhecidos, a despeito de inúmeras tentativas de coleta de material. Embora tenha sido registrada numa unidade de conservação, a nascente daquele rio está fora da unidade e, portanto, sujeita a degradação ambiental, principalmente por atividades agropecuárias. Os locais de ocorrência nos rios São Mateus - ES e Amarají - PE também encontram-se degradados por atividades urbanas e agropecuárias, respectivamente. Há três localizações, considerando o despejo de efluentes nos recursos hídricos como principal ameaça. Portanto A. lugoi foi categorizada como Vulnerável (VU) pelo critério D2.","Sim","Sim","Espírito Santo, Pernambuco","|Nordeste|Sudeste|","Mata Atlântica","Sub-bacia Doce Sub-bacia Litoral AL PE PB Sub-bacia Litoral BA ES","REBIO de Sooretama","","","Não","Desconhecida","2 - Agropecuária e Aquacultura|2.3 - Pecuária|2.3.4 - Pecuária em escala desconhecida 9 - Poluição|9.1 - Doméstica e urbana - escoamento de água|9.1.1 - Esgoto 9 - Poluição|9.3 - Agropecuária e florestal|9.3.3 - Herbicidas e pesticidas","","","","Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022","",""
"Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Arawacus","Arawacus aethesa","","Arawacus aethesa","(Hewitson, 1867)","Borboleta, Borboleta formigueira","Invertebrados Terrestres","08/2021","Em Perigo","","B1ab(iii)","Arawacus aethesa é endêmica do Brasil, com registros confirmados no norte do Espírito Santo e Sul da Bahia. Sua extensão de ocorrência (EOO) foi calculada em aproximadamente 2.891km². Essa região é afetada pelas atividades agropecuárias e ocupação urbana, que causam desmatamento, redução e fragmentação do habitat remanescente. As atividades agropecuárias também estão relacionadas ao intenso uso de herbicidas, pesticidas e uso do fogo, que também promovem declínio continuado do habitat. Considerando a baixa capacidade de dispersão e alta fidelidade a ambientes bem preservados, suspeita-se que a fragmentação do habitat seja convertida em severa fragmentação da população. Por essas razões, Arawacus aethesa foi categorizada como Em Perigo (EN), pelo critério B1ab(iii).","Sim","Sim","Bahia, Espírito Santo","|Nordeste|Sudeste|","Mata Atlântica","Sub-bacia Doce Sub-bacia Jequitinhonha Sub-bacia Litoral BA ES","FLONA de Goytacazes","","","Desconhecido","Desconhecida","1 - Desenvolvimento residencial e comercial|1.1 - Expansão urbana 2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.4 - Agricultura de escala desconhecida 2 - Agropecuária e Aquacultura|2.3 - Pecuária|2.3.4 - Pecuária em escala desconhecida 7 - Modificações nos sistemas naturais|7.1 - Incêndios e supressão de incêndios|7.1.1 - Aumento da frequência/intensidade de incêndios 9 - Poluição|9.3 - Agropecuária e florestal|9.3.3 - Herbicidas e pesticidas","","Plano de Ação Nacional (PAN), Proteção de recursos/habitat","Plano de Ação Nacional para a Conservação de Insetos Polinizadores, Plano de Ação Nacional para a Conservação de Lepidópteros","Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022","",""
"Animalia","Arthropoda","Arachnida","Scorpiones","Buthidae","Ananteris","Ananteris infuscata","","","Lourenço, Giupponi & Leguin, 2013","Escorpião","Invertebrados Terrestres","03/2014","Em Perigo","","B1ab(iii)","Ananteris infuscata é endêmica do Brasil, conhecida de duas grutas nos municípios de Grão Mogol (Boca Soberba e Tocaia da Paca), e uma gruta no município de Novo Horizonte (Mocororô), todos em Minas Gerais. A distância entre essas grutas é de 70 km e a extensão de ocorrência da espécie é estimada em 3.848km². Foram amostradas aproximadamente 50 outras cavidades na região e não houve ampliação da distribuição da espécie. Na área externa das cavernas existe o plantio extenso de Pinnus em expansão, que ameaça a qualidade do habitat e restringe a distribuição da espécie a duas localizações. Portanto, Ananteris infuscata foi categorizada como Em Perigo - EN pelos critérios B1ab(iii).","Sim","Não","Minas Gerais","|Sudeste|","Cerrado","Sub-bacia Jequitinhonha","","","","Não","Desconhecida","","","","","","",""
"Animalia","Chordata","Reptilia","Squamata","Teiidae","Ameiva","Ameiva parecis","","Ameiva parecis","(Colli, Costa, Garda, Kopp, Mesquita, Péres, Valdujo, Vieira & Wiederhecker, 2003)","Calango, Calanguinho","Répteis","04/2021","Em Perigo","","B2ab(iii)","Ameiva parecis é endêmica do Brasil, com poucos registros de ocorrência, em enclaves de Cerrado, entre os estados de Rondônia e Mato Grosso. Sua extensão de ocorrência e área de ocupação foram estimadas em 5.069 e 244 km², respectivamente. A espécie ocorre em áreas abertas de solo arenoso, ambiente que vem sofrendo intensa pressão com o avanço de atividades agropecuárias em larga escala, principalmente soja, com intenso uso de agrotóxicos. Outra ameaça é o aumento da frequência e intensidade de incêndios. Essas ameaças provocam declínio continuado da qualidade de hábitat e, considerando a principal ameaça o avanço da agricultura, foram definidas quatro localizações. Não há registro da espécie em unidade de conservação. Por essas razões, Ameiva parecis foi avaliada como Em Perigo (EN), pelo critério B2ab(iii).","Sim","Sim","Mato Grosso, Rondônia","|Centro-Oeste|Norte|","Amazônia, Cerrado","Sub-bacia Madeira Sub-bacia Tapajós","","","","","Desconhecida","2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.3 - Agricultura agro-industrial 2 - Agropecuária e Aquacultura|2.3 - Pecuária|2.3.3 - Pecuária agro-industrial 3 - Produção energética e mineração|3.3 - Energia renovável|3.3.1 - Hidrelétricas 4 - Transportes e serviços de transmissão|4.1 - Estradas e ferrovias 4 - Transportes e serviços de transmissão|4.8 - Hidrovias 9 - Poluição|9.3 - Agropecuária e florestal|9.3.3 - Herbicidas e pesticidas","","Plano de Ação Nacional (PAN)","Plano de Ação Nacional para Conservação das Espécies Ameaçadas de Extinção da Ictiofauna, Herpetofauna e Primatas do Cerrado e Pantanal","Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022","",""
"Animalia","Chordata","Reptilia","Squamata","Teiidae","Ameivula","Ameivula nativo","","","(Rocha, Bergallo & Peccinini-Seale, 1997)","lagartinho-de-Linhares, lagartinho-nativo","Répteis","10/2013","Em Perigo","","A2ac","Ameivula nativo é endêmica das áreas de restinga do bioma Mata Atlântica no Brasil, ocorrendo apenas nos estados do Espírito Santo e Bahia. Algumas das subpopulações encontram-se completamente disjuntas. Embora sua extensão de ocorrência calculada seja de 33.550,9km2, trata-se de espécie especialista de habitat, ocorrendo na borda das moitas e sob vegetação herbácea, principalmente nas formações de dunas de moitas abertas, ou seja, sua área de ocupação certamente é muito menor que esse valor. Estima-se que nos últimos 10 anos tenha ocorrido uma redução de aproximadamente 50% da área de ocupação da espécie, com algumas subpopulações tendo sido localmente extintas. Considerando que 10 anos representam mais que três gerações para a espécie e considerando sua especificidade ecológica, pode-se suspeitar que a taxa de redução da população seja muito próxima da redução do habitat. Resultados de estudos recentes juntamente com a crescente fragmentação e perda da qualidade do habitat permitem inferir uma tendência de declínio da população. Deve-se ressaltar que as ameaças persistem em ritmo acelerado. Por essas razões, Ameivula nativo foi categorizada como Em Perigo (EN), pelo critério A2ac.","Sim","Não","","||","","","","","","","Declinando","1 - Desenvolvimento residencial e comercial|1.1 - Expansão urbana","","","","","",""
"Animalia","Chordata","Reptilia","Squamata","Amphisbaenidae","Amphisbaena","Amphisbaena arda","","","Rodrigues, 2003","cobra-de-duas-cabeças","Répteis","08/2014","Em Perigo","","B1ab(iii)","Amphisbaena arda é endêmica do Brasil, do bioma Caatinga, conhecida apenas de uma localidade no estado da Bahia, na margem esquerda do rio São Francisco, em ambiente de duna. A espécie é aparentemente rara. Devido a seu hábito fossorial e a ter habitat específico em solo arenoso de dunas, estima-se que sua extensão de ocorrência seja menor que a área da duna, aproximando-se de 5.000km2. A localidade de ocorrência foi considerada como uma única localização já que a área está sob pressão antrópica em decorrência da retirada de areia, afetando diretamente a espécie. Essa atividade, associada ao pisoteio, retirada de lenha e agricultura, causa a desestabilização da duna e declínio contínuo da qualidade do habitat. Por essas razões, Amphisbaena arda foi categorizada como Em Perigo (EN), pelo critério B1ab(iii).","Sim","Não","","||","","","","","","","Desconhecida","2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras 3 - Produção energética e mineração|3.2 - Mineração|3.2.1 - Extração de areia 3 - Produção energética e mineração|3.3 - Energia renovável|3.3.3 - Parque de energia solar 5 - Uso de recursos biológicos|5.3 - Extração florestal|5.3.3 - Efeitos indiretos - subsistência/pequena escala","","","","","",""
"Animalia","Chordata","Reptilia","Squamata","Amphisbaenidae","Amphisbaena","Amphisbaena frontalis","","","Vanzolini, 1991","cobra-de-duas-cabeças","Répteis","08/2014","Em Perigo","","B1ab(iii)","Amphisbaena frontalis é endêmica do Brasil, do bioma Caatinga, conhecida apenas de duas localidades, dunas de Ibiraba e Alagoado, no estado da Bahia, na margem esquerda do rio São Francisco. Trata-se aparentemente de espécie rara. Estima-se que sua extensão de ocorrência seja menor que a área das dunas, aproximando-se de 5.000km2. As duas localidades foram consideradas como duas localizações distintas, tendo em vista que a principal ameaça que afeta a espécie é a retirada da areia, que não ocorre ao mesmo tempo nas duas dunas. Essa atividade, associada ao pisoteio, retirada de lenha e agricultura, causa a desestabilização das dunas e declínio contínuo da qualidade do habitat. Por essas razões, Amphisbaena frontalis foi categorizada como Em Perigo (EN), pelo critério B1ab(iii).","Sim","Não","","||","","","","","","","Desconhecida","2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras 3 - Produção energética e mineração|3.2 - Mineração|3.2.1 - Extração de areia 3 - Produção energética e mineração|3.3 - Energia renovável|3.3.3 - Parque de energia solar 5 - Uso de recursos biológicos|5.3 - Extração florestal|5.3.3 - Efeitos indiretos - subsistência/pequena escala","","","","","",""
"Animalia","Chordata","Reptilia","Squamata","Amphisbaenidae","Amphisbaena","Amphisbaena nigricauda","","","Gans, 1966","cobra-de-duas-cabeças","Répteis","08/2014","Em Perigo","","B1ab(iii)","Amphisbaena nigricauda é uma espécie endêmica do Brasil, fossorial, restrita à áreas de restinga da Mata Atlântica e conhecida de poucos exemplares. É conhecida de cinco localidades, nos estados do Espírito Santo e Bahia. A extensão de ocorrência calculada é de 4.947,9km2. Os ambientes de restinga estão sob forte pressão de degradação e fragmentação causadas pela especulação imobiliária, turismo, urbanização, extração ilegal de areia, construção de portos, grilagem de terra, dentre outros fatores, provavelmente causando também fragmentação severa da população, com interrupção do fluxo gênico entre as subpopulações, assim como declínio continuado da qualidade do habitat. Por essas razões, Amphisbaena nigricauda foi avaliada como Em Perigo (EN), pelo critério B1ab(iii).","Sim","Não","","||","","","","","","","Desconhecida","1 - Desenvolvimento residencial e comercial|1.1 - Expansão urbana 1 - Desenvolvimento residencial e comercial|1.3 - Áreas de turismo e recreação 3 - Produção energética e mineração|3.2 - Mineração|3.2.1 - Extração de areia 4 - Transportes e serviços de transmissão|4.3 - Portos","","","","","",""
"Animalia","Chordata","Reptilia","Squamata","Amphisbaenidae","Amphisbaena","Amphisbaena supernumeraria","","Amphisbaena supernumeraria","Mott, Rodrigues & Santos, 2009","Cobra-cega, Cobra-de-duas-cabeças","Répteis","04/2021","Em Perigo","","B1ab(iii)+2ab(iii)","Amphisbaena supernumeraria é endêmica do Brasil, conhecida apenas da Caatinga do estado de Pernambuco, com registros no Parque Nacional de Catimbau e no município de Paranatama. Sua extensão de ocorrência e área de ocupação foram calculadas em 336 km² e 56 km², respectivamente. A espécie é fossorial e foi registrada apenas em solos arenosos. A vegetação nativa do entorno do Parque já sofreu grande redução histórica e fragmentação, e a região ainda é fortemente impactada pela fruticultura de larga escala, criação de caprinos e especulação imobiliária. Mesmo dentro do Parque, cuja situação fundiária não é totalmente regularizada, o ambiente da espécie pode ser afetado pela presença de gado e uso de recursos por moradores da região. Todas essas pressões provocam declínio continuado da qualidade do hábitat. Considerando a fragmentação do ambiente e a baixa capacidade de dispersão da espécie, supõe-se que sua população esteja severamente fragmentada. Portanto, Amphisbaena supernumeraria foi avaliada como Em Perigo (EN) pelos critérios B1ab(iii)+2ab(iii).","Sim","Sim","Pernambuco","|Nordeste|","Caatinga, Mata Atlântica","Sub-bacia Litoral AL PE PB Sub-bacia São Francisco Baixo Sub-bacia São Francisco Submédio","PARNA do Catimbau","","","","Desconhecida","1 - Desenvolvimento residencial e comercial|1.1 - Expansão urbana 2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.3 - Agricultura agro-industrial 2 - Agropecuária e Aquacultura|2.3 - Pecuária|2.3.4 - Pecuária em escala desconhecida","","Plano de Ação Nacional (PAN), Proteção de recursos/habitat","Plano de Ação Nacional para a Conservação da Herpetofauna do Nordeste - 2º ciclo","Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022","",""
"Animalia","Chordata","Reptilia","Squamata","Amphisbaenidae","Amphisbaena","Amphisbaena uroxena","","Amphisbaena uroxena","Mott, Rodrigues, Freitas & Silva, 2008","Cobra-cega, Cobra-de-duas-cabeças","Répteis","04/2021","Em Perigo","","B1ab(iii)","Amphisbaena uroxena é endêmica do Brasil, conhecida apenas da região do município de Mucugê, na Chapada Diamantina, Bahia. Essa região é frequentemente amostrada, mas não há registros adicionais, o que sugere uma distribuição bastante restrita, com extensão de ocorrência entre 100 e 5.000 km². A espécie é conhecida apenas de duas localidades no entorno do Parque Nacional da Chapada Diamantina e ocorre em floresta seca semidecídua (carrasco). Uma das localidades em que foi registrada sofre com intensa atividade agrícola de larga escala (plantio de batata e tomate), com uso intensivo de agrotóxico. Incêndios também são frequentes na região de Mucugê e representam ameaças. Esses impactos provocam declínio contínuo da qualidade do hábitat, e foram definidas duas localizações, sendo a principal ameaça os incêndios. Portanto, Amphisbaena uroxena foi avaliada como Em Perigo (EN) pelo critério B1ab(iii).","Sim","Sim","Bahia","|Nordeste|","Caatinga","Sub-bacia Itapecuru-Paraguaçu","","","","","Desconhecida","2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.3 - Agricultura agro-industrial 7 - Modificações nos sistemas naturais|7.1 - Incêndios e supressão de incêndios|7.1.1 - Aumento da frequência/intensidade de incêndios 9 - Poluição|9.3 - Agropecuária e florestal|9.3.3 - Herbicidas e pesticidas","","Plano de Ação Nacional (PAN)","Plano de Ação Nacional para a Conservação da Herpetofauna do Nordeste - 2º ciclo, Plano de Ação Nacional para a Conservação dos Répteis e Anfíbios Ameaçados de Extinção na Serra do Espinhaço","Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022","",""
"Animalia","Chordata","Actinopterygii","Siluriformes","Loricariidae","Ancistrus","Ancistrus cryptophthalmus","","Ancistrus cryptophthalmus","Reis, 1987","Cascudinho-de-caverna","Peixes Continentais","03/2021","Em Perigo","","B2ab(iii)","Ancistrus cryptophthalmus é endêmica do Brasil, conhecida de dois sistemas de cavernas, o Sistema Angélica-Bezerra e o Sistema São Vicente (nas cavernas São Vicente 1 e Passa Três), na área cárstica de São Domingos, interior do Parque Estadual de Terra Ronca, bacia do alto rio Tocantins, no estado de Goiás. A Área de Ocupação (AOO) estimada é igual a 16 km2. Esses dois sistemas não possuem conectividade subterrânea através de rios, o que indica isolamento geográfico. Estudo baseado em morfometria geométrica mostrou que as subpopulações nas cavernas Passa Três e São Vicente 1 diferem morfologicamente entre si e com relação às subpopulações do sistema Angélica-Bezerra, sendo a da Passa Três a menor e mais divergente. Há diferentes impactos afetando as diferentes subpopulações: na caverna Bezerra, há assoreamento; na Angélica, visitação turística; na Passa Três, a diminuição do volume de água com seca total do riacho; e na São Vicente 1, intenso assoreamento e também redução do volume de água. O avanço da agropecuária em direção aos limites do Parque, o uso de agrotóxicos aplicados por deriva, o assoreamento, e o aumento da captação de água qualificam declínio continuado da qualidade do habitat. Considerando a contaminação química como a principal ameaça capaz de afetar a maior parte das subpopulações, e considerando o isolamento geográfico de cada subpopulação, configura-se quatro localizações. Dessa forma, Ancistrus cryptophthalmus foi categorizada como Em Perigo (EN) pelo critério B2ab(iii).","Sim","Sim","Goiás","|Centro-Oeste|","Cerrado","Sub-bacia Tocantins Alto","","PARQUE ESTADUAL DE TERRA RONCA","","Não","Desconhecida","2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.4 - Agricultura de escala desconhecida 2 - Agropecuária e Aquacultura|2.3 - Pecuária|2.3.4 - Pecuária em escala desconhecida 6 - Distúrbios humanos|6.1 - Atividades recreacionais/turísticas 9 - Poluição|9.3 - Agropecuária e florestal|9.3.2 - Erosão do solo/sedimentação 9 - Poluição|9.3 - Agropecuária e florestal|9.3.3 - Herbicidas e pesticidas","3 - Animais de estimação/ornamentais","Plano de Ação Nacional (PAN)","Plano de Ação Nacional para a Conservação das Cavernas do Brasil","Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022","",""
"Animalia","Chordata","Actinopterygii","Siluriformes","Loricariidae","Ancistrus","Ancistrus formoso","","","Sabino & Trajano, 1997","Cascudo-cego","Peixes Continentais","10/2011","Vulnerável","","D2","Ancistrus formoso é conhecida apenas do sistema de cavernas do rio Formoso, no estado do Mato Grosso do Sul, Brasil, localizado fora do Parque Nacional (PARNA) da Bodoquena. A Área de Ocupação (AOO) é menor do que 10 km². A mineração de calcário para produção de cimento está em expansão na região, configurando-se como uma ameaça potencial futura e plausível. Proteger o sistema de cavernas do entorno do PARNA da Bodoquena é essencial para a conservação da espécie, por meio da expansão do Parque ou da criação de alguma UC. Portanto, a espécie foi classificada como Vulnerável (VU) pelo critério D2.","Sim","Não","Mato Grosso do Sul","|Centro-Oeste|","Cerrado","Sub-bacia Paraguai 01","","","","Não","Desconhecida","","","","","","",""
"Animalia","Chordata","Actinopterygii","Characiformes","Parodontidae","Apareiodon","Apareiodon davisi","","","Fowler, 1941","Peixe-rei","Peixes Continentais","11/2013","Em Perigo","","B2ab(iii)","Apareiodon davisi é endêmica do Nordeste médio-oriental, sendo descrita de nove lotes provenientes dos rios Jaguaribe, Piranhas e Paraíba, nos estados do Ceará e Paraíba. Outros lotes conhecidos das décadas de 1940 e 50 são bastante numerosos (aproximadamente 100 exemplares ou mais). Coletas entre 1996 e 2012 ampliaram a distribuição da espécie para os rios Curimataú (RN/PB) e rio Ipojuca (PE). A maioria dos lotes recentes, entretanto, contém poucos exemplares (menos de 10), sendo que esforços de coleta nas bacias da localidade-tipo (Russas, rio Jaguaribe) e do rio Piranhas coletaram um único exemplar na sub-bacia do rio Salgado, em 2011. Na bacia do rio Paraíba, poucos indivíduos ainda são encontrados atualmente. Essas bacias receberão águas da transposição do rio São Francisco, sendo que as consequências da mudança do regime hidrológico para a espécie são desconhecidas. Além disso, os locais de ocorrência atuais sofrem alterações antrópicas como desmatamento, expansão do plantio de cana-de-açúcar, pecuária extensiva, erosão, assoreamento, dentre outros, indicando que existe um declínio continuado da qualidade do habitat (biii). Os sucessivos barramentos (açudes) nos rios com registro da espécie contribuem para fragmentar sua população de maneira severa (a). Embora os declínios populacionais não possam ser quantificados, sua Área de Ocupação (AOO) foi calculada em 93,9 km² (B2), somando-se as áreas das bacias dos rios Salgado, Paraíba, Curimataú e Ipojuca, onde a espécie ainda ocorre. Desta maneira, A. davisi foi categorizada como Em Perigo (EN) pelos critérios B2ab(iii).","Sim","Não","Ceará, Paraíba, Pernambuco, Rio Grande do Norte","|Nordeste|","Caatinga","Sub-bacia Jaguaribe Sub-bacia Litoral CE PB Sub-bacia Paraíba Sub-bacia São Francisco Baixo","","","","Desconhecido","Desconhecida","","","","","","",""
